route_name,uri,http_methods,controller_class,controller_method,middleware_resolved,active_backoffice_present,mfa_backoffice_present,log_backoffice_present,role_middleware_active,role_middleware_excluded,permission_middleware,permission_catalog_exists,semantic_permission_available,permission_recommendation,permission_semantically_adequate,policy_class,policy_ability,policy_ability_source,form_request,form_request_authorize,feature_entitlement,feature_required,feature_key,municipality_source,municipal_record_scope,fail_closed_without_municipality,platform_route,municipal_route,mixed_context_route,record_model,operation_type,mfa_sensitive,audit_requirement,audit_implementation,private_data,bounded_context,bounded_context_label,target_sprint,risk,confidence,test_coverage,test_sources,source,migration_recommendation
backoffice.contracts.clauses.index,backoffice/contracts/clauses,GET,"App\Http\Controllers\Backoffice\ContractClauseController",index,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,contracts.view,0,"App\Policies\ContractClausePolicy",viewAny,confirmed,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\ContractClause",read,1,recommended,confirmed,1,contracts,Contratos,47E,critical,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:contracts.view;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.contracts.clauses.show,backoffice/contracts/clauses/{contractClause},GET,"App\Http\Controllers\Backoffice\ContractClauseController",show,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,contracts.view,0,"App\Policies\ContractClausePolicy",view,confirmed,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\ContractClause",read,1,recommended,confirmed,1,contracts,Contratos,47E,critical,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:contracts.view;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.contracts.clauses.store,backoffice/contracts/clauses,POST,"App\Http\Controllers\Backoffice\ContractClauseController",store,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,contracts.create,0,"App\Policies\ContractClausePolicy",create,confirmed,"App\Http\Requests\StoreContractClauseRequest",always_true,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\ContractClause",mutation,1,required,confirmed,1,contracts,Contratos,47E,critical,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|form_request_reflection|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:contracts.create;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.contracts.clauses.update,backoffice/contracts/clauses/{contractClause},PUT|PATCH,"App\Http\Controllers\Backoffice\ContractClauseController",update,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,contracts.update,0,"App\Policies\ContractClausePolicy",update,confirmed,"App\Http\Requests\UpdateContractClauseRequest",always_true,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\ContractClause",mutation,1,required,confirmed,1,contracts,Contratos,47E,critical,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|form_request_reflection|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:contracts.update;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.contracts.leases.activate,backoffice/contracts/leases/{leaseContract}/activate,POST,"App\Http\Controllers\Backoffice\LeaseContractController",activate,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,0,0,,0,"App\Policies\ContractPolicy",activate,confirmed,"App\Http\Requests\ActivateLeaseContractRequest",always_true,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\Contract",mutation,1,required,confirmed,1,contracts,Contratos,47E,critical,low,route_name_reference,tests/Feature/Sprint13ContractsRentDepositTest.php,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|form_request_reflection|policy_discovery|existing_test_route_reference,remove_fixed_role;define_semantic_permission;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.contracts.leases.cancel,backoffice/contracts/leases/{leaseContract}/cancel,POST,"App\Http\Controllers\Backoffice\LeaseContractController",cancel,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,0,0,,0,"App\Policies\ContractPolicy",update,confirmed,"App\Http\Requests\CancelLeaseContractRequest",always_true,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\Contract",mutation,1,required,confirmed,1,contracts,Contratos,47E,critical,low,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|form_request_reflection|policy_discovery,remove_fixed_role;define_semantic_permission;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.contracts.leases.create,backoffice/contracts/leases/create,GET,"App\Http\Controllers\Backoffice\LeaseContractController",create,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,contracts.create,0,,create,confirmed,,none,,0,,authenticated_user,candidate,,0,1,0,,read,1,recommended,confirmed,1,contracts,Contratos,47E,critical,medium,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|permission_catalog,remove_fixed_role;apply_permission:contracts.create;preserve_active_mfa_log;add_http_security_tests
backoffice.contracts.leases.edit,backoffice/contracts/leases/{leaseContract}/edit,GET,"App\Http\Controllers\Backoffice\LeaseContractController",edit,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,contracts.update,0,"App\Policies\ContractPolicy",update,confirmed,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\Contract",read,1,recommended,confirmed,1,contracts,Contratos,47E,critical,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:contracts.update;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.contracts.leases.index,backoffice/contracts/leases,GET,"App\Http\Controllers\Backoffice\LeaseContractController",index,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,contracts.view,0,,viewAny,confirmed,,none,,0,,authenticated_user,candidate,,0,1,0,,read,1,recommended,confirmed,1,contracts,Contratos,47E,critical,medium,route_name_reference,tests/Feature/Security/InitialMunicipalRoleProfilesTest.php|tests/Feature/Sprint13ContractsRentDepositTest.php,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|permission_catalog|existing_test_route_reference,remove_fixed_role;apply_permission:contracts.view;preserve_active_mfa_log;add_http_security_tests
backoffice.contracts.leases.issue,backoffice/contracts/leases/{leaseContract}/issue,POST,"App\Http\Controllers\Backoffice\LeaseContractController",issue,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,contracts.view,0,"App\Policies\ContractPolicy",issue,confirmed,"App\Http\Requests\IssueLeaseContractRequest",always_true,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\Contract",mutation,1,required,confirmed,1,contracts,Contratos,47E,critical,high,route_name_reference,tests/Feature/Sprint13ContractsRentDepositTest.php,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|form_request_reflection|policy_discovery|permission_catalog|existing_test_route_reference,remove_fixed_role;apply_permission:contracts.view;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.contracts.leases.show,backoffice/contracts/leases/{leaseContract},GET,"App\Http\Controllers\Backoffice\LeaseContractController",show,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,contracts.view,0,"App\Policies\ContractPolicy",view,confirmed,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\Contract",read,1,recommended,confirmed,1,contracts,Contratos,47E,critical,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:contracts.view;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.contracts.leases.store,backoffice/contracts/leases,POST,"App\Http\Controllers\Backoffice\LeaseContractController",store,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,contracts.create,0,,create,confirmed,"App\Http\Requests\StoreLeaseContractRequest",always_true,,0,,authenticated_user,candidate,,0,1,0,,mutation,1,required,confirmed,1,contracts,Contratos,47E,critical,medium,route_name_reference,tests/Feature/Sprint13ContractsRentDepositTest.php,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|form_request_reflection|permission_catalog|existing_test_route_reference,remove_fixed_role;apply_permission:contracts.create;preserve_active_mfa_log;add_http_security_tests
backoffice.contracts.leases.suspend,backoffice/contracts/leases/{leaseContract}/suspend,POST,"App\Http\Controllers\Backoffice\LeaseContractController",suspend,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,0,0,,0,"App\Policies\ContractPolicy",update,confirmed,"App\Http\Requests\SuspendLeaseContractRequest",always_true,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\Contract",mutation,1,required,confirmed,1,contracts,Contratos,47E,critical,low,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|form_request_reflection|policy_discovery,remove_fixed_role;define_semantic_permission;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.contracts.leases.terminate,backoffice/contracts/leases/{leaseContract}/terminate,POST,"App\Http\Controllers\Backoffice\LeaseContractController",terminate,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,0,0,,0,"App\Policies\ContractPolicy",update,confirmed,"App\Http\Requests\TerminateLeaseContractRequest",always_true,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\Contract",mutation,1,required,confirmed,1,contracts,Contratos,47E,critical,low,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|form_request_reflection|policy_discovery,remove_fixed_role;define_semantic_permission;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.contracts.leases.update,backoffice/contracts/leases/{leaseContract},PUT|PATCH,"App\Http\Controllers\Backoffice\LeaseContractController",update,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,contracts.update,0,"App\Policies\ContractPolicy",update,confirmed,"App\Http\Requests\UpdateLeaseContractRequest",always_true,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\Contract",mutation,1,required,confirmed,1,contracts,Contratos,47E,critical,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|form_request_reflection|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:contracts.update;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.contracts.signatures.store,backoffice/contracts/leases/{leaseContract}/signatures,POST,"App\Http\Controllers\Backoffice\LeaseContractSignatureController",store,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,contracts.create,0,"App\Policies\ContractPolicy",create,confirmed,"App\Http\Requests\StoreLeaseContractSignatureRequest",always_true,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\Contract",mutation,1,required,confirmed,1,contracts,Contratos,47E,critical,high,route_name_reference,tests/Feature/Sprint13ContractsRentDepositTest.php,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|form_request_reflection|policy_discovery|permission_catalog|existing_test_route_reference,remove_fixed_role;apply_permission:contracts.create;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.contracts.templates.activate,backoffice/contracts/templates/{contractTemplate}/activate,POST,"App\Http\Controllers\Backoffice\ContractTemplateController",activate,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,0,0,,0,"App\Policies\ContractTemplatePolicy",activate,confirmed,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\ContractTemplate",mutation,1,required,confirmed,1,contracts,Contratos,47E,critical,low,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery,remove_fixed_role;define_semantic_permission;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.contracts.templates.archive,backoffice/contracts/templates/{contractTemplate}/archive,POST,"App\Http\Controllers\Backoffice\ContractTemplateController",archive,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,contracts.update,0,"App\Policies\ContractTemplatePolicy",archive,confirmed,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\ContractTemplate",mutation,1,required,confirmed,1,contracts,Contratos,47E,critical,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:contracts.update;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.contracts.templates.create,backoffice/contracts/templates/create,GET,"App\Http\Controllers\Backoffice\ContractTemplateController",create,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,contracts.create,0,"App\Policies\ContractTemplatePolicy",create,confirmed,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\ContractTemplate",read,1,recommended,confirmed,1,contracts,Contratos,47E,critical,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:contracts.create;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.contracts.templates.duplicate,backoffice/contracts/templates/{contractTemplate}/duplicate,POST,"App\Http\Controllers\Backoffice\ContractTemplateController",duplicate,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,contracts.create,0,"App\Policies\ContractTemplatePolicy",duplicate,confirmed,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\ContractTemplate",mutation,1,required,confirmed,1,contracts,Contratos,47E,critical,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:contracts.create;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.contracts.templates.edit,backoffice/contracts/templates/{contractTemplate}/edit,GET,"App\Http\Controllers\Backoffice\ContractTemplateController",edit,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,contracts.update,0,"App\Policies\ContractTemplatePolicy",update,confirmed,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\ContractTemplate",read,1,recommended,confirmed,1,contracts,Contratos,47E,critical,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:contracts.update;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.contracts.templates.index,backoffice/contracts/templates,GET,"App\Http\Controllers\Backoffice\ContractTemplateController",index,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,contracts.view,0,"App\Policies\ContractTemplatePolicy",viewAny,confirmed,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\ContractTemplate",read,1,recommended,confirmed,1,contracts,Contratos,47E,critical,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:contracts.view;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.contracts.templates.show,backoffice/contracts/templates/{contractTemplate},GET,"App\Http\Controllers\Backoffice\ContractTemplateController",show,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,contracts.view,0,"App\Policies\ContractTemplatePolicy",view,confirmed,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\ContractTemplate",read,1,recommended,confirmed,1,contracts,Contratos,47E,critical,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:contracts.view;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.contracts.templates.store,backoffice/contracts/templates,POST,"App\Http\Controllers\Backoffice\ContractTemplateController",store,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,contracts.create,0,"App\Policies\ContractTemplatePolicy",create,confirmed,"App\Http\Requests\StoreContractTemplateRequest",always_true,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\ContractTemplate",mutation,1,required,confirmed,1,contracts,Contratos,47E,critical,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|form_request_reflection|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:contracts.create;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.contracts.templates.update,backoffice/contracts/templates/{contractTemplate},PUT|PATCH,"App\Http\Controllers\Backoffice\ContractTemplateController",update,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,contracts.update,0,"App\Policies\ContractTemplatePolicy",update,confirmed,"App\Http\Requests\UpdateContractTemplateRequest",always_true,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\ContractTemplate",mutation,1,required,confirmed,1,contracts,Contratos,47E,critical,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|form_request_reflection|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:contracts.update;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.contracts.validations.approve,backoffice/contracts/validations/{leaseContractValidation}/approve,POST,"App\Http\Controllers\Backoffice\LeaseContractValidationController",approve,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,contracts.approve,0,"App\Policies\LeaseContractValidationPolicy",approve,confirmed,"App\Http\Requests\ValidateLeaseContractRequest",always_true,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\LeaseContractValidation",mutation,1,required,confirmed,1,contracts,Contratos,47E,critical,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|form_request_reflection|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:contracts.approve;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.contracts.validations.reject,backoffice/contracts/validations/{leaseContractValidation}/reject,POST,"App\Http\Controllers\Backoffice\LeaseContractValidationController",reject,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,contracts.reject,0,"App\Policies\LeaseContractValidationPolicy",reject,confirmed,"App\Http\Requests\RejectLeaseContractValidationRequest",always_true,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\LeaseContractValidation",mutation,1,required,confirmed,1,contracts,Contratos,47E,critical,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|form_request_reflection|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:contracts.reject;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.contracts.validations.store,backoffice/contracts/leases/{leaseContract}/validations,POST,"App\Http\Controllers\Backoffice\LeaseContractValidationController",store,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,contracts.create,0,"App\Policies\ContractPolicy",create,confirmed,"App\Http\Requests\ValidateLeaseContractRequest",always_true,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\Contract",mutation,1,required,confirmed,1,contracts,Contratos,47E,critical,high,route_name_reference,tests/Feature/Sprint13ContractsRentDepositTest.php,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|form_request_reflection|policy_discovery|permission_catalog|existing_test_route_reference,remove_fixed_role;apply_permission:contracts.create;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.key-handovers.cancel,backoffice/entrega-chaves/{keyHandoverAppointment}/cancelar,POST,"App\Http\Controllers\Backoffice\KeyHandoverAppointmentController",cancel,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,0,0,,0,"App\Policies\KeyHandoverAppointmentPolicy",update,confirmed,"App\Http\Requests\CancelKeyHandoverAppointmentRequest",always_true,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\KeyHandoverAppointment",mutation,1,required,confirmed,1,contracts,Contratos,47E,critical,low,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|form_request_reflection|policy_discovery,remove_fixed_role;define_semantic_permission;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.key-handovers.complete,backoffice/entrega-chaves/{keyHandoverAppointment}/concluir,POST,"App\Http\Controllers\Backoffice\KeyHandoverAppointmentController",complete,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,0,0,,0,"App\Policies\KeyHandoverAppointmentPolicy",update,confirmed,"App\Http\Requests\CompleteKeyHandoverAppointmentRequest",always_true,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\KeyHandoverAppointment",mutation,1,required,confirmed,1,contracts,Contratos,47E,critical,low,route_name_reference,tests/Feature/Backoffice/LotteryClosureFlowTest.php,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|form_request_reflection|policy_discovery|existing_test_route_reference,remove_fixed_role;define_semantic_permission;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.key-handovers.create,backoffice/entrega-chaves/criar,GET,"App\Http\Controllers\Backoffice\KeyHandoverAppointmentController",create,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,contracts.create,0,"App\Policies\KeyHandoverAppointmentPolicy",create,confirmed,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\KeyHandoverAppointment",read,1,recommended,confirmed,1,contracts,Contratos,47E,critical,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:contracts.create;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.key-handovers.index,backoffice/entrega-chaves,GET,"App\Http\Controllers\Backoffice\KeyHandoverAppointmentController",index,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,contracts.view,0,"App\Policies\KeyHandoverAppointmentPolicy",viewAny,confirmed,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\KeyHandoverAppointment",read,1,recommended,confirmed,1,contracts,Contratos,47E,critical,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:contracts.view;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.key-handovers.show,backoffice/entrega-chaves/{keyHandoverAppointment},GET,"App\Http\Controllers\Backoffice\KeyHandoverAppointmentController",show,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,contracts.view,0,"App\Policies\KeyHandoverAppointmentPolicy",view,confirmed,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\KeyHandoverAppointment",read,1,recommended,confirmed,1,contracts,Contratos,47E,critical,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:contracts.view;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.key-handovers.store,backoffice/entrega-chaves,POST,"App\Http\Controllers\Backoffice\KeyHandoverAppointmentController",store,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,contracts.create,0,"App\Policies\KeyHandoverAppointmentPolicy",create,confirmed,"App\Http\Requests\StoreKeyHandoverAppointmentRequest",always_true,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\KeyHandoverAppointment",mutation,1,required,confirmed,1,contracts,Contratos,47E,critical,high,route_name_reference,tests/Feature/Backoffice/LotteryClosureFlowTest.php,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|form_request_reflection|policy_discovery|permission_catalog|existing_test_route_reference,remove_fixed_role;apply_permission:contracts.create;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.key-handovers.update,backoffice/entrega-chaves/{keyHandoverAppointment},PUT|PATCH,"App\Http\Controllers\Backoffice\KeyHandoverAppointmentController",update,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,contracts.update,0,"App\Policies\KeyHandoverAppointmentPolicy",update,confirmed,"App\Http\Requests\UpdateKeyHandoverAppointmentRequest",always_true,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\KeyHandoverAppointment",mutation,1,required,confirmed,1,contracts,Contratos,47E,critical,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|form_request_reflection|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:contracts.update;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
